brand,title,price,ship
MSI ,MSI Vector GP66 12UHSO-673 15.6" 165 Hz Intel Core i9 12th Gen 12900H (2.50GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32 GB DDR5 Memory 1 TB NVMe SSD SSD Windows 11 Home Gaming Laptop,1,999 ,Free Shipping
Lenovo ,Lenovo IdeaPad Gaming 3 15ARH7 82SB0015US 15.6" 120 Hz IPS AMD Ryzen 5 6000 Series 6600H (3.30GHz) NVIDIA GeForce RTX 3050 Ti Laptop GPU 8GB Memory 256 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,699 ,Free Shipping
Westinghouse ,Westinghouse 22" (21.5" Viewable) 75 Hz VA FHD Monitor 5 ms 1920 x 1080 D-Sub, HDMI Flat Panel WH22FX9220,94 ,Free Shipping
GIGABYTE ,GIGABYTE 34" 144Hz 2K Curved Gaming Monitor 1ms FreeSync Premium, UWQHD 3440 x 1440 VA 1500R Display, (MPRT), 90% DCI-P3, VESA Display HDR400, 2x DisplayPort 1.4, 2x HDMI 2.0 G34WQC A-SA,379 ,Free Shipping
MSI ,MSI SUMMIT E14FLIP EVO 14.0" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel® Core™ i7-1360P Iris Xe 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen, A13MT-268US,1,699 ,Free Shipping
Skytech ,Skytech Blaze 3.0 High-Performance PC Desktop AMD Ryzen 7 5800X 3.8 GHz, RTX 3080, 1TB NVME SSD, 16G DDR4 3200, 850W GOLD PSU, 240mm AIO, AC Wi-Fi, Windows 11 Home 64-bit,1,699 ,Free Shipping
Skytech ,Ironside Computers Gaming Desktop Juicebox ATX Peach Intel Core i7 13th Gen 13700KF (3.40GHz) 32GB DDR5 1 TB SSD NVIDIA GeForce RTX 4070 Ti Windows 11 Home 64-bit,2,999 ,Free Shipping
Skytech ,Ironside Computers Gaming Desktop Juicebox ITX Orange Intel Core i5 13th Gen 13600KF (3.50GHz) 16GB DDR4 500 GB SSD NVIDIA GeForce RTX 3060 Windows 11 Home 64-bit,1,799 ,Free Shipping
Skytech ,Ironside Computers Gaming Desktop Juicebox ATX Blueberry Intel Core i9 13th Gen 13900KF (3.00GHz) 64GB DDR5 2 TB SSD NVIDIA GeForce RTX 4090 Windows 11 Home 64-bit,4,499 ,Free Shipping
MSI ,MSI SUMMIT E13FLIP EVO 13.4" FHD+ 120hz Touch Ultra Thin and Light Professional 2 in 1 Laptop Intel® Core™ i7-1360P Iris Xe 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen,  A13MT-220US,1,699 ,Free Shipping
Acer America ,Acer Predator Triton 300 SE PT316-51s-7397 16.0" 240 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home Gaming Laptop,1,684 ,Free Shipping
ABS ,ABS Stratos Ruby Gaming PC - AMD Ryzen 5 7600X - GeForce RTX 4070 - 16GB DDR5 5600MHz - 1TB M.2 NVMe SSD - SR560X4070,1,499 ,Free Shipping
ABS ,ABS Stratos Aqua Gaming PC - Intel i7 13700F - GeForce RTX 4070 - 16GB DDR5 5600MHz - 1TB M.2 NVMe SSD - SA137F4070,1,699 ,Free Shipping
Lenovo ,Lenovo IdeaPad 3 15IAU7 Laptop Intel Core i3 12th Gen 1215U (1.20GHz) 8GB Memory 256 GB PCIe SSD Intel UHD Graphics 15.6" Windows 11 in S mode 82RK001AUS,429 ,Free Shipping
YEYIAN ,Yeyian Gaming Desktop Katana X10 Intel Core i5 11th Gen 11400F (2.60GHz) 16GB DDR4 500 GB NVMe SSD NVIDIA GeForce RTX 3060 Ti Windows 11 Home 64-bit,949 ,Free Shipping
GIGABYTE ,GIGABYTE AERO 16 OLED BSF-73US994SH 16.0" 60 Hz OLED Intel Core i7 13th Gen 13700H (2.40GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB Gen4 SSD Windows 11 Home 64-bit Gaming Laptop,2,099 ,Free Shipping
ASUS ,ASUS ROG Zephyrus Duo 16 (2022) Gaming Laptop, 16" 165Hz ROG Nebula HDR QHD 16:10 Display, NVIDIA GeForce RTX 3070 Ti, AMD Ryzen 9 6900HX, 32GB DDR5, 1TB SSD, Windows 11 Pro, GX650RW-XS96,2,499 ,Free Shipping
RAZER ,Razer Blade 16 RZ09-0483TEH3-R3U1 16.0" QHD+ 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32 GB DDR5 Memory 1 TB PCIe SSD Windows 11 Home Gaming Laptop,3,599 ,Free Shipping
MSI ,MSI GE Series Raider GE68HX 13VG-047US 16.0" 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop,2,649 ,Free Shipping
MSI ,MSI GF Series Thin GF63 12VE-068US 15.6" 144 Hz IPS Intel Core i5 12th Gen 12450H (2.00GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop,1,099 ,Free Shipping
MSI ,MSI Stealth 15 A13VF-038US 15.6" 144 Hz IPS Intel Core i5 13th Gen 13420H (2.10GHz) NVIDIA GeForce RTX 4060 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop,1,399 ,Free Shipping
CLX ,CLX SET Gaming Desktop - Intel Core i9 13900KF 3GHz 24-Core, GeForce RTX 4090 24GB GDDR6X Graphics, 32GB DDR5 Memory, 1TB NVMe M.2 SSD, 4TB HDD, WiFi, Win 11 Home 64-bit,4,088 ,$68.07 Shipping
MSI ,MSI Gaming Desktop Infinite RS 13NUI-431US Intel Core i9 13th Gen 13900KF (3.00GHz) 32GB DDR5 2 TB PCIe SSD NVIDIA GeForce RTX 4090 Windows 11 Pro,4,649 ,Free Shipping
RAZER ,Razer Blade 18 Gaming Laptop 18.0" QHD+ 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32 GB DDR5 5600MHz Memory 1 TB SSD Windows 11 Home Gaming Laptop,3,799 ,Free Shipping
Lenovo ,Lenovo IdeaPad Flex 5 14ALC7 14" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 5500U Hexa-core (6 Core) 2.10 GHz - 8 GB Total RAM - 256 SSD - 82R9000RUS,499 ,Free Shipping
MSI ,MSI Modern 15 Laptop Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 15.6" Windows 11 Home 64-bit Modern 15 B12M-014,499 ,Free Shipping
ASUS ,ASUS TUF Gaming F15 Gaming Laptop, 15.6" 144Hz FHD IPS-Type Display, Intel Core i7-11800H Processor, GeForce RTX 3060, 16GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi 6, Windows 10 Home, TUF506HM-ES76,1,499 ,Free Shipping
MSI ,MSI Stealth 17 Studio A13VI-017US 17.3" 240 Hz Intel Core i9 13th Gen 13900H (2.60GHz) NVIDIA GeForce RTX 4090 Laptop GPU 64GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop,3,999 ,Free Shipping
GIGABYTE ,GIGABYTE AERO 14 OLED BMF-72USBB4SH 14.0" 90 Hz OLED Intel Core i7 13th Gen 13700H (2.40GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 1 TB Gen4 SSD Windows 11 Home 64-bit Gaming Laptop,1,652 ,Free Shipping
MSI ,MSI Stealth 15 A13VF-012US 15.6" 144 Hz IPS Intel Core i7 13th Gen 13620H (2.40GHz) NVIDIA GeForce RTX 4060 Laptop GPU 16GB Memory 1 TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop,1,599 ,Free Shipping
RAZER ,Razer Blade 18 RZ09-0484REH3-R3U1 18.0" 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4060 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,2,899 ,Free Shipping
ASUS ,ASUS ExpertCenter D700SD Small Form Factor Desktop PC, Intel Core i7-12700, 16GB DDR4 RAM, 512GB PCIe SSD, TPM, Windows 11 Pro, Black, D700SD-XH704,1,099 ,Free Shipping
AORUS ,GIGABYTE AORUS 17H - 17.3" FHD 1920x1080 360Hz Display - NVIDIA GeForce RTX 4080 Laptop GPU 12GB - Intel Core i7-13700H - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Gaming Laptop (AORUS 17H BXF-74US554SH),2,299 ,Free Shipping
MSI ,MSI Laptop Intel Core i7 12th Gen 1280P (1.80GHz) 16GB Memory 1TB NVMe SSD Intel Iris Xe Graphics 14.0 Windows 11 Home 64-bit Prestige 14Evo A12M-231,969 ,Free Shipping
AORUS ,Aorus 15X ASF-B3US654SP 15.6" 240 Hz Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB Gen4 SSD Windows 11 Pro 64-bit Gaming Laptop,2,099 ,Free Shipping
MSI ,MSI Gaming Desktop Aegis RS 13NUG-427US Intel Core i7 13700KF 3.40GHz 13700KF (3.40GHz) 16GB DDR5 (2 x 8GB) 4800 MHz 2TB M.2 NVMe SSD NVIDIA GeForce RTX 4080 Windows 11 Home Advanced,2,846 ,$36.63 Shipping
MSI ,MSI Gaming Desktop Aegis RS 13NUG-425US Intel Core i7 13th Gen 13700KF (3.40GHz) 32GB DDR5 (2 x 16GB) 4800 MHz 2TB 7200RPM HDD 2TB M.2 NVMe SSD NVIDIA GeForce RTX 4080 Windows 11 Home Advanced,2,946 ,$35.95 Shipping
HP ,HP Victus 16-e0020nr 16.1" 60 Hz IPS AMD Ryzen 5 5000 Series 5600H (3.30GHz) AMD Radeon RX 5500M 8GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop,859 ,Free Shipping
ASUS ,ASUS 24" 165Hz 1080P Gaming Monitor 0.5ms  FreeSync Premium- Full HD, Extreme Low Motion Blur, Eye Care, DisplayPort, HDMI, Shadow Boost, VESA Wall Mountable, Tilt Adjustable TUF VG248Q1B,149 ,Free Shipping
Lenovo ,Lenovo 15.6 inch IdeaPad 3 Touchscreen Notebook - Intel Core i5-1235U - 8GB/256GB - 82RK001DUS,704 ,Free Shipping
GIGABYTE ,GIGABYTE 27" 170Hz IPS 1440P KVM Gaming Monitor 0.5ms FreeSync Premium, 2560 x 1440 SS, 92% DCI P3, HDR Ready, 1x DisplayPort 1.2, 2x HDMI 2.0, 2x USB 3.0, 1x USB Type-C Height Adjustable M27Q,299 ,Free Shipping
GIGABYTE ,GIGABYTE 28" 144Hz 4K SS IPS Gaming Monitor, 1ms, FreeSync Premium Pro, UHD 3840 x 2160, 94% DCI-P3, HDR Ready, 1 x DisplayPort 1.4, 2 x HDMI 2.1, 3 x USB 3.0, 1 x USB Type-C KVM M28U,559 ,Free Shipping
MSI ,MSI 32.0 175 Hz Rapid IPS with Quantum Dot Technology WQHD Gaming Monitor 1 ms GTG G-Sync Compatible 2560 x 1440 (2K) HDMI, DisplayPort, USB, Audio Flat Panel Optix MPG321QRF-QD,449 ,Free Shipping
ASUS ,ASUS 27" Full HD 144Hz 1ms Gaming Monitor AMD Free Sync G-Sync Compatible DisplayPort HDMI DVI Asus Eye Care with Ultra Low-Blue Light & Flicker-Free Built-in Speakers LED Backlit VG278Q,199 ,Free Shipping
Acer America ,Acer 31.5" 144Hz IPS 2K Gaming Monitor 1ms FreeSync Premium (AMD Adaptive Sync) WQHD 2560 x 1440 Built-in Speakers Flat Panel Nitro XV320QU LVbmiiphx (Overclock to 170Hz using Display Port),349 ,Free Shipping
GIGABYTE ,GIGABYTE 32" 165Hz 2K Curved Gaming Monitor 1ms FreeSync Premium Pro, QHD 2560 x 1440, 93% DCI-P3, VESA HDR400, 1 x DisplayPort 1.2, 2 x HDMI 2,0, 2 x USB 3.0 G32QC A,289 ,Free Shipping
Acer America ,Acer Nitro RG241Y Pbiipx 23.8" Gaming Full HD (1920 x 1080) IPS Monitor with AMD RADEON FreeSync Technology, HDR Ready, 165Hz, 1ms, (1 x Display Port & 2 x HDMI 2.0 Ports),119 ,Free Shipping
HP ,HP Desktop Computer Pavilion TP01-2060 Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 1TB HDD 256 GB PCIe SSD AMD Radeon Graphics Windows 11 Home 64-bit,599 ,$9.30 Shipping
ASRock Phantom Gaming ,ASRock PHANTOM GAMING 34" 2K (3440 x 1440) 165Hz/1ms (144Hz and higher) Wi-Fi Antenna FreeSync Curved Gaming Monitor, 2*HDMI, 1*DisplayPort, (PG34WQ15R2B),379 ,Free Shipping
Lenovo ,Lenovo IdeaPad Flex 5 16ALC7 AMD Ryzen 7 5000 Series 5700U (1.80GHz) 16GB Memory 512 GB PCIe SSD AMD Radeon Graphics 16" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 11 Home 64-bit 82RA00,649 ,Free Shipping
Lenovo ,Lenovo Legion 5 Pro 16ARH7H; 82RG001LUS 16.0" 165 Hz IPS AMD Ryzen 7 6000 Series 6800H (3.20GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home Gaming Laptop,649 ,
Acer America ,Acer Laptop Aspire 7 Intel Core i7 12th Gen 12650H (2.30GHz) 8GB Memory 512 GB PCIe SSD Intel UHD Graphics 15.6" Windows 11 Home 64-bit A715-76-73L8,649 ,Free Shipping
YEYIAN ,YEYIAN Shoge Gaming PC Desktop INTEL Core i5 13400F, RTX 4070, 1TB NVMe SSD, 16GB DDR4 3200, 650W Gold PSU, 120mm AIO, AC Wi-Fi, Window 11 64bit- YPI-SH34F0B-4701U with FREE Keyboard set,1,599 ,Free Shipping
ASUS ,ASUS Zenbook Pro 14 Duo OLED 14.5" 2.8K OLED Touch, 120Hz Refresh Rate, ScreenPad Plus, Intel i9-12900H CPU, RTX 3050 Ti, 32GB RAM, 2TB SSD, Windows 11 Home, Tech Black, UX8402ZE-IB99T,2,199 ,Free Shipping
RAZER ,Razer Blade 16 - 16" DUAL-MODE (UHD+ 120Hz/FHD+ 240Hz) Mini-LED - 13th Gen Intel Core i9 13950HX - NVIDIA GeForce RTX 4070 - 32GB DDR5 - 1TB PCIe SSD - Win11 Home - Gaming Laptop (RZ09-0483SEJ3-R3U1),3,299 ,Free Shipping
Lenovo ,Lenovo IdeaPad Flex 5 14IAU7 Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 11 Home 64-bit 82R70,634 ,Free Shipping
ASUS ,ASUS VivoBook 15 OLED K513 Laptop, 15.6 OLED Display, Intel i7-1165G7 CPU, NVIDIA GeForce MX350 GPU, 8GB RAM, 512GB PCIe SSD, Fingerprint Reader, Windows 10 Home, Indie Black, K513EQ-NB74,699 ,Free Shipping
ASUS ,ASUS 21.5" 75Hz IPS 1080P Monitor FreeSync/Adaptive-Sync, Full HD, Eye Care, HDMI VGA, Frameless, VESA Wall Mountable VP229HE,94 ,$4.99 Shipping
